University,Course,Department,Branch,Semester,CGPA,Interest,Mode_of_Study,Institution_Type,Location,Medium_of_Education,career_readiness
IIT Roorkee,M.Sc Data Science,IT,Software,4,9.75,Job,Regular,Deemed,Urban,English,2
Jamia Millia Islamia,B.Tech Mechanical,Engineering,Electrical,2,7.68,Teaching,Distance,Private,Rural,English,1
PES University,B.Des UI/UX,General,General Studies,6,7.9,Research,Regular,Private,Rural,Regional,1
Calcutta University,M.Tech AI,Engineering,Computer Science,3,8.08,Teaching,Distance,Deemed,Semi-Urban,English,1
Osmania University,B.Tech Mechanical,Engineering,Computer Science,7,9.46,Teaching,Online,Government,Rural,Regional,1
Graphic Era University,LLB,Law,Corporate Law,2,5.3,Research,Distance,Government,Semi-Urban,English,0
Teerthanker Mahaveer University (TMU),B.Ed,Education,Teaching,4,9.47,Research,Online,Private,Rural,Hindi,1
Teerthanker Mahaveer University (TMU),BCA,IT,AI,6,6.2,Teaching,Online,Deemed,Rural,English,0
RV College of Engineering,B.Ed,Education,Teaching,5,5.39,Research,Distance,Private,Rural,Hindi,0
BITS Pilani,B.Des UI/UX,General,General Studies,1,8.29,Job,Regular,Deemed,Urban,English,2
IIT Roorkee,Hotel Management,Management,HR,4,9.88,Job,Online,Government,Rural,English,1
OP Jindal Global University,MCA,IT,Software,8,5.29,Research,Regular,Government,Semi-Urban,English,0
Stanford University,MBA Finance,Management,Marketing,3,7.13,Teaching,Online,Government,Rural,English,0
Shiv Nadar University,M.Sc Data Science,IT,Software,5,7.65,Research,Online,Private,Urban,English,0
LPU Phagwara,B.Com,Commerce,Accounting,6,6.26,Job,Online,Government,Urban,Regional,0
IIT BHU,M.Des Interaction,General,General Studies,2,9.91,Teaching,Online,Government,Semi-Urban,Regional,1
MIT Manipal,MBBS,Medical,General Medicine,5,8.2,Research,Distance,Private,Semi-Urban,Regional,0
Patna University,B.Tech Civil,Engineering,Mechanical,5,9.22,Job,Online,Deemed,Urban,Hindi,1
Lucknow University,B.Tech Mechanical,Engineering,Civil,3,7.08,Teaching,Regular,Government,Rural,English,1
Jadavpur University,M.Tech AI,Engineering,Civil,1,6.77,Job,Regular,Deemed,Semi-Urban,English,1
Punjab University,LLB,Law,Criminal Law,7,7.77,Research,Distance,Deemed,Semi-Urban,English,1
IIT BHU,B.Sc Data Science,IT,AI,8,7.18,Research,Online,Private,Rural,Hindi,1
Massachusetts Institute of Technology (MIT USA),M.Sc Data Science,IT,AI,8,8.57,Job,Distance,Deemed,Rural,Hindi,1
PES University,B.Tech Civil,Engineering,Civil,5,6.33,Job,Regular,Deemed,Rural,Hindi,0
KIIT Bhubaneswar,M.Des Interaction,General,General Studies,5,7.25,Job,Online,Private,Urban,Hindi,0
Jamia Millia Islamia,LLM,General,General Studies,1,9.48,Job,Regular,Deemed,Urban,Regional,1
PES University,MBA HR,Management,HR,1,8.78,Job,Distance,Government,Rural,Hindi,0
Symbiosis International University,B.Pharma,Medical,General Medicine,2,5.84,Teaching,Distance,Private,Semi-Urban,Hindi,0
Anna University,Hotel Management,Management,HR,6,9.43,Research,Regular,Private,Semi-Urban,Hindi,2
Punjab University,LLM,General,General Studies,8,7.95,Teaching,Online,Private,Urban,Hindi,1
Aligarh Muslim University,B.Ed,Education,Teaching,2,8.4,Job,Online,Government,Urban,Regional,0
Madras University,BA Psychology,Arts,Political Science,1,6.47,Teaching,Regular,Deemed,Semi-Urban,English,1
PES University,BA Psychology,Arts,History,7,7.21,Research,Regular,Deemed,Urban,Hindi,1
UPES Dehradun,M.Tech AI,Engineering,Civil,4,9.03,Job,Online,Deemed,Urban,Regional,0
UPES Dehradun,BA Psychology,Arts,English,1,6.65,Job,Regular,Government,Semi-Urban,Regional,0
IIT Kanpur,MBA Marketing,Management,HR,2,5.83,Research,Distance,Deemed,Rural,Regional,0
IISc Bangalore,MBBS,Medical,Dentistry,3,6.89,Teaching,Online,Deemed,Semi-Urban,English,1
IFTM University,LLM,General,General Studies,3,5.35,Research,Online,Government,Urban,Hindi,0
Ashoka University,LLB,Law,Criminal Law,6,8.59,Research,Distance,Government,Rural,English,1
Graphic Era University,B.Tech Mechanical,Engineering,Mechanical,5,5.74,Teaching,Regular,Deemed,Rural,Regional,0
IIT Guwahati,PhD Research,Research,Interdisciplinary,7,6.43,Teaching,Online,Government,Semi-Urban,English,1
BIT Mesra,B.Pharma,Medical,Dentistry,3,9.41,Job,Online,Government,Rural,Regional,1
RV College of Engineering,BCA,IT,Software,2,7.7,Job,Online,Government,Rural,Regional,0
IFTM University,MA Psychology,Arts,English,3,6.61,Job,Regular,Private,Semi-Urban,Hindi,0
Jamia Millia Islamia,Animation & VFX,Design,UI/UX,7,7.74,Research,Online,Private,Rural,Regional,1
Jamia Millia Islamia,B.Des UI/UX,General,General Studies,7,6.09,Teaching,Regular,Deemed,Rural,English,1
DIT University,MBA Marketing,Management,Marketing,4,5.13,Teaching,Distance,Deemed,Semi-Urban,English,0
MIT Manipal,BA English,Arts,English,1,8.02,Job,Regular,Government,Semi-Urban,Regional,2
BITS Pilani,B.Tech Electrical,Engineering,Mechanical,1,8.57,Research,Regular,Deemed,Urban,Hindi,1
BIT Mesra,MBA HR,Management,Finance,2,9.4,Research,Distance,Private,Urban,English,2
Calcutta University,MA Psychology,Arts,Political Science,5,8.86,Teaching,Regular,Deemed,Semi-Urban,Hindi,2
LPU Phagwara,MBA Marketing,Management,HR,7,9.63,Teaching,Distance,Deemed,Urban,Hindi,1
IIT Bombay,B.Tech Civil,Engineering,Civil,1,9.93,Teaching,Online,Private,Semi-Urban,Hindi,1
Harvard University,MBBS,Medical,General Medicine,8,8.72,Teaching,Distance,Private,Urban,Hindi,1
IIT Kharagpur,MBBS,Medical,Dentistry,3,9.34,Research,Distance,Government,Urban,Regional,1
Delhi University,MA English,Arts,Political Science,7,8.37,Job,Online,Government,Rural,Regional,1
UPES Dehradun,Cyber Security Specialization,General,General Studies,4,5.85,Teaching,Online,Government,Urban,Regional,0
Moradabad Institute of Technology (MIT),MBA HR,Management,HR,8,5.91,Teaching,Regular,Deemed,Rural,Hindi,0
University of Cambridge,B.Tech Civil,Engineering,Computer Science,5,5.55,Teaching,Regular,Deemed,Urban,English,0
SRM University,B.Tech Computer Science,Engineering,Civil,5,9.71,Research,Regular,Deemed,Rural,English,1
OP Jindal Global University,MBBS,Medical,Dentistry,5,8.36,Job,Online,Private,Urban,Regional,0
University of Hyderabad,M.Des Interaction,General,General Studies,8,8.95,Research,Online,Deemed,Urban,English,2
KIIT Bhubaneswar,MBA HR,Management,Marketing,1,6.66,Job,Online,Private,Rural,Regional,0
BITS Pilani,B.Tech Civil,Engineering,Mechanical,6,7.3,Research,Regular,Deemed,Rural,Hindi,1
Pune University,MBA Marketing,Management,HR,5,5.2,Teaching,Online,Deemed,Semi-Urban,Regional,0
Rajasthan University,MBA HR,Management,Marketing,8,9.45,Teaching,Online,Private,Semi-Urban,English,0
Pune University,LLB,Law,Corporate Law,8,9.27,Job,Distance,Private,Rural,Regional,1
Bennett University,MBBS,Medical,General Medicine,2,8.92,Research,Distance,Private,Urban,Regional,1
IIT Bombay,B.Tech Civil,Engineering,Civil,3,5.29,Job,Online,Government,Semi-Urban,English,0
Christ University,B.Tech Electrical,Engineering,Electrical,6,5.87,Research,Regular,Government,Semi-Urban,Regional,0
IIT Hyderabad,B.Tech Computer Science,Engineering,Mechanical,4,6.67,Teaching,Distance,Deemed,Semi-Urban,Regional,0
Sharda University,Hotel Management,Management,Finance,3,6.32,Job,Online,Deemed,Semi-Urban,English,0
University of Mumbai,BCA,IT,Software,2,9.19,Job,Distance,Deemed,Semi-Urban,Regional,1
University of Hyderabad,BBA,Management,Marketing,2,5.97,Teaching,Distance,Government,Rural,Hindi,0
IIT Indore,B.Pharma,Medical,Dentistry,7,7.66,Teaching,Regular,Deemed,Semi-Urban,Regional,1
IIT Delhi,MBA HR,Management,HR,6,7.86,Teaching,Online,Private,Rural,English,1
Galgotias University,LLM,General,General Studies,3,7.13,Teaching,Online,Private,Rural,Hindi,0
Patna University,M.Com,Commerce,Accounting,1,6.2,Teaching,Regular,Government,Urban,Hindi,0
Ashoka University,MBA Finance,Management,Finance,7,9.8,Teaching,Regular,Private,Semi-Urban,English,1
Manipal Institute of Technology,M.Sc Data Science,IT,Software,2,7.07,Research,Regular,Private,Semi-Urban,English,1
VIT Vellore,M.Des Interaction,General,General Studies,5,8.64,Research,Online,Deemed,Urban,Regional,1
Massachusetts Institute of Technology (MIT USA),MA English,Arts,History,4,5.92,Job,Distance,Private,Semi-Urban,Hindi,0
VIT Vellore,LLM,General,General Studies,8,9.11,Research,Online,Private,Semi-Urban,Hindi,1
UPES Dehradun,B.Sc Data Science,IT,AI,4,6.08,Job,Online,Government,Rural,Hindi,1
Ashoka University,BA English,Arts,English,2,8.38,Research,Regular,Private,Rural,English,1
Calcutta University,MBA Marketing,Management,Marketing,5,7.53,Research,Regular,Private,Urban,Regional,1
KIIT Bhubaneswar,M.Tech AI,Engineering,Mechanical,3,5.73,Teaching,Regular,Deemed,Rural,English,0
BIT Mesra,LLB,Law,Corporate Law,8,5.12,Research,Online,Deemed,Semi-Urban,Hindi,1
Osmania University,BCA,IT,AI,4,9.65,Research,Regular,Deemed,Semi-Urban,Regional,1
DIT University,B.Arch,General,General Studies,5,5.63,Research,Regular,Government,Urban,Regional,0
Amity University,BBA,Management,HR,5,8.52,Teaching,Distance,Deemed,Semi-Urban,English,1
IISc Bangalore,MBA HR,Management,HR,1,8.26,Teaching,Distance,Private,Urban,Hindi,1
VIT Vellore,B.Ed,Education,Teaching,2,6.71,Research,Regular,Government,Semi-Urban,Hindi,0
IISc Bangalore,M.Sc Data Science,IT,Data Science,5,5.93,Job,Distance,Private,Urban,Hindi,0
IIT Bombay,B.Tech Electronics,Engineering,Computer Science,7,5.89,Research,Online,Private,Semi-Urban,Regional,1
IIT Madras,MCA,IT,AI,3,7.93,Teaching,Distance,Deemed,Semi-Urban,Hindi,2
Shiv Nadar University,B.Tech Electronics,Engineering,Electrical,4,7.73,Teaching,Regular,Government,Semi-Urban,English,2
Allahabad University,M.Des Interaction,General,General Studies,7,9.38,Job,Online,Government,Semi-Urban,Regional,1
Thapar University,MBBS,Medical,Dentistry,1,8.2,Teaching,Online,Deemed,Semi-Urban,English,0
IIT Madras,M.Tech AI,Engineering,Civil,3,9.1,Teaching,Distance,Government,Urban,Regional,1
Jadavpur University,M.Com,Commerce,Accounting,4,5.16,Research,Regular,Private,Urban,English,0
Thapar University,MBA Finance,Management,HR,2,8.35,Job,Regular,Government,Rural,Hindi,0
Delhi University,BBA,Management,Finance,3,6.17,Teaching,Distance,Private,Urban,Regional,0
Amity University,B.Tech Civil,Engineering,Civil,8,6.26,Teaching,Distance,Government,Semi-Urban,English,0
BIT Mesra,M.Tech AI,Engineering,Mechanical,4,8.6,Research,Distance,Government,Urban,Regional,1
IIT Kharagpur,BA Psychology,Arts,History,1,8.97,Research,Regular,Deemed,Semi-Urban,Regional,2
University of Oxford,MA English,Arts,English,8,6.86,Research,Distance,Deemed,Semi-Urban,Hindi,0
IIT Guwahati,M.Com,Commerce,Accounting,7,8.95,Research,Distance,Government,Rural,Regional,2
IIT Madras,B.Des UI/UX,General,General Studies,4,7.22,Job,Distance,Private,Urban,English,1
Shiv Nadar University,B.Sc Data Science,IT,Data Science,8,9.29,Research,Regular,Deemed,Urban,Regional,1
Ashoka University,B.Tech Civil,Engineering,Civil,5,5.12,Job,Online,Deemed,Semi-Urban,English,0
IIT Delhi,MCA,IT,Software,1,5.42,Teaching,Regular,Deemed,Urban,Hindi,0
Amity University,B.Tech Electrical,Engineering,Civil,3,8.88,Teaching,Regular,Government,Urban,Regional,1
Lucknow University,MBA Finance,Management,Finance,8,8.12,Research,Online,Private,Urban,English,1
IIT Guwahati,Animation & VFX,Design,UI/UX,6,7.8,Research,Regular,Private,Semi-Urban,Regional,1
Amrita University,B.Arch,General,General Studies,8,8.07,Research,Online,Government,Urban,Regional,1
Moradabad Institute of Technology (MIT),M.Com,Commerce,Banking,2,9.65,Teaching,Online,Private,Semi-Urban,Hindi,0
Anna University,MBA HR,Management,Finance,7,8.28,Teaching,Online,Deemed,Semi-Urban,Regional,1
IIT Kanpur,MBA Marketing,Management,Finance,1,8.24,Teaching,Online,Private,Urban,Regional,1
VIT Vellore,BCA,IT,AI,7,8.8,Job,Regular,Deemed,Rural,Hindi,1
SRM University,MBA Finance,Management,HR,1,9.33,Teaching,Online,Deemed,Semi-Urban,Regional,0
LPU Phagwara,B.Tech Electrical,Engineering,Computer Science,1,6.31,Research,Distance,Government,Urban,Hindi,0
IIT BHU,B.Tech Mechanical,Engineering,Computer Science,4,8.08,Job,Online,Deemed,Rural,Regional,1
Ashoka University,B.Tech Civil,Engineering,Mechanical,8,7.92,Job,Online,Private,Semi-Urban,English,1
BIT Mesra,B.Tech Electrical,Engineering,Civil,5,5.67,Job,Regular,Private,Rural,English,1
IIT Bombay,MBA Finance,Management,Marketing,6,7.6,Teaching,Distance,Private,Urban,English,1
Anna University,BA Psychology,Arts,Political Science,2,5.35,Teaching,Online,Private,Rural,Hindi,0
University of Oxford,M.Sc Data Science,IT,Software,8,5.92,Teaching,Distance,Private,Rural,Hindi,2
Delhi University,B.Tech Computer Science,Engineering,Electrical,7,9.56,Teaching,Online,Deemed,Semi-Urban,Hindi,1
IFTM University,BA English,Arts,History,2,5.6,Research,Regular,Government,Semi-Urban,Hindi,0
BITS Pilani,M.Com,Commerce,Banking,5,7.89,Job,Distance,Government,Urban,Hindi,0
Amrita University,B.Sc Data Science,IT,AI,4,6.62,Job,Distance,Private,Semi-Urban,Hindi,0
IFTM University,B.Sc Data Science,IT,Software,4,7.78,Job,Regular,Deemed,Rural,Regional,0
University of Cambridge,B.Sc Data Science,IT,Data Science,5,6.17,Job,Regular,Government,Rural,English,0
Calcutta University,MBA Finance,Management,Finance,7,7.22,Job,Regular,Private,Urban,Hindi,1
Harvard University,B.Com,Commerce,Banking,5,9.34,Research,Regular,Deemed,Semi-Urban,Regional,1
LPU Phagwara,B.Tech Mechanical,Engineering,Civil,3,6.88,Research,Distance,Government,Semi-Urban,Regional,0
University of Hyderabad,BBA,Management,HR,4,6.77,Job,Regular,Deemed,Urban,Hindi,0
IIT Delhi,BBA,Management,Finance,7,7.23,Job,Distance,Private,Semi-Urban,English,2
Amity University,MCA,IT,Software,1,5.5,Teaching,Online,Deemed,Rural,Hindi,0
Jamia Millia Islamia,Cyber Security Specialization,General,General Studies,8,6.94,Job,Online,Government,Urban,English,1
OP Jindal Global University,M.Tech AI,Engineering,Mechanical,2,5.03,Research,Regular,Government,Semi-Urban,English,0
Amrita University,MA Psychology,Arts,History,4,7.52,Teaching,Regular,Deemed,Rural,Hindi,0
Sharda University,MCA,IT,Software,5,9.24,Research,Distance,Government,Urban,English,1
University of Oxford,Mass Communication,Commerce,Accounting,1,7.76,Teaching,Distance,Deemed,Rural,English,2
University of Hyderabad,BA Psychology,Arts,English,8,8.04,Teaching,Online,Deemed,Rural,English,1
LPU Phagwara,BCA,IT,Software,8,5.15,Job,Distance,Private,Semi-Urban,Hindi,2
University of Oxford,Animation & VFX,Design,Product Design,8,9.3,Research,Regular,Private,Rural,English,2
IIT Delhi,MA English,Arts,History,3,6.93,Research,Online,Deemed,Semi-Urban,English,1
IIT Delhi,MBA HR,Management,Marketing,6,9.87,Job,Online,Government,Rural,Regional,2
Osmania University,BA English,Arts,English,3,5.6,Teaching,Regular,Private,Semi-Urban,Hindi,0
Delhi University,B.Sc Data Science,IT,Software,1,9.72,Teaching,Distance,Government,Semi-Urban,English,1
Manipal Institute of Technology,MA Psychology,Arts,Political Science,8,8.17,Research,Regular,Deemed,Urban,Hindi,1
UPES Dehradun,Nursing,General,General Studies,7,5.26,Job,Distance,Government,Semi-Urban,Hindi,0
SRM University,MA Psychology,Arts,Political Science,7,9.86,Job,Online,Government,Rural,Regional,0
University of Oxford,B.Pharma,Medical,Dentistry,1,5.07,Research,Regular,Deemed,Urban,Regional,0
Amrita University,MCA,IT,AI,7,8.65,Teaching,Online,Private,Urban,English,1
Chandigarh University,Cyber Security Specialization,General,General Studies,5,9.45,Teaching,Online,Private,Rural,English,2
IIT Bombay,B.Tech Computer Science,Engineering,Mechanical,7,5.88,Job,Regular,Government,Rural,English,1
BIT Mesra,BA English,Arts,Political Science,6,6.72,Teaching,Online,Deemed,Urban,Hindi,1
Lucknow University,B.Sc Data Science,IT,Software,5,7.81,Teaching,Distance,Deemed,Urban,Regional,0
Anna University,MA Psychology,Arts,History,2,8.4,Teaching,Regular,Private,Semi-Urban,Regional,1
Manipal Institute of Technology,Cyber Security Specialization,General,General Studies,7,9.36,Research,Distance,Deemed,Urban,English,1
OP Jindal Global University,B.Tech Mechanical,Engineering,Mechanical,6,8.81,Job,Distance,Deemed,Rural,Regional,1
Punjab University,Cyber Security Specialization,General,General Studies,6,6.82,Research,Distance,Government,Urban,Hindi,0
Christ University,B.Sc Data Science,IT,Software,2,9.11,Research,Regular,Government,Rural,English,1
Rajasthan University,PhD Research,Research,Interdisciplinary,3,9.83,Teaching,Distance,Private,Rural,Regional,1
Chandigarh University,MA Psychology,Arts,English,1,6.13,Job,Regular,Private,Semi-Urban,English,2
Symbiosis International University,B.Tech Computer Science,Engineering,Electrical,3,5.37,Teaching,Distance,Government,Semi-Urban,Hindi,0
Chandigarh University,B.Tech Electronics,Engineering,Computer Science,7,7.13,Job,Regular,Deemed,Semi-Urban,Hindi,1
IIT Madras,B.Tech Computer Science,Engineering,Computer Science,7,9.41,Teaching,Distance,Deemed,Rural,English,2
Jamia Millia Islamia,MBA HR,Management,Marketing,5,5.75,Job,Online,Government,Rural,English,0
Galgotias University,B.Sc Data Science,IT,Data Science,4,9.43,Job,Distance,Government,Rural,Regional,0
VIT Vellore,PhD Research,Research,Interdisciplinary,7,9.96,Teaching,Online,Government,Semi-Urban,Hindi,1
Symbiosis International University,M.Des Interaction,General,General Studies,7,5.27,Teaching,Online,Government,Urban,Hindi,0
Delhi University,B.Tech Electrical,Engineering,Computer Science,5,7.48,Research,Distance,Deemed,Urban,English,1
University of Mumbai,MBA HR,Management,Finance,4,6.64,Research,Distance,Deemed,Semi-Urban,Regional,0
Calcutta University,B.Arch,General,General Studies,8,6.97,Job,Online,Private,Semi-Urban,English,1
Symbiosis International University,B.Tech Electrical,Engineering,Electrical,8,7.26,Teaching,Regular,Government,Rural,English,1
Calcutta University,B.Arch,General,General Studies,8,8.7,Teaching,Distance,Private,Rural,English,1
Massachusetts Institute of Technology (MIT USA),M.Sc Data Science,IT,Data Science,1,7.96,Research,Online,Deemed,Rural,Hindi,0
Allahabad University,BCA,IT,AI,1,9.81,Teaching,Regular,Private,Urban,English,1
Pune University,MBA Marketing,Management,Marketing,8,6.66,Job,Distance,Deemed,Urban,English,1
SRM University,B.Tech Electrical,Engineering,Mechanical,6,7.71,Job,Regular,Deemed,Semi-Urban,Regional,1
